Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,-9999
638,Josh Dasilva,eng ENG,MFFW,Brentford,eng Premier League,22,1998,2.9,2,1,0,1,1,1,2,50.0,1,3,0,3,1,3,7,0,Matches,60344e4f
639,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,21,2000,31.2,24,9,7,11,6,9,30,30.0,21,14,4,10,5,29,15,0,Matches,ce50fd99
640,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,20,2000,19.3,34,17,17,8,9,13,31,41.9,18,27,1,26,23,57,26,1,Matches,d781d855
641,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,28,1993,28.2,36,21,20,12,4,13,26,50.0,13,32,19,13,30,66,75,1,Matches,44781702
642,Tom Davies,eng ENG,MF,Everton,eng Premier League,23,1998,2.6,3,1,1,1,1,2,5,40.0,3,2,1,1,2,5,9,0,Matches,9228b07c
643,Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,23,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,9deaf2c8
644,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,26,1995,13.3,30,18,16,10,4,16,25,64.0,9,14,11,3,21,51,53,0,Matches,16bb656a
645,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,31,1990,30.6,29,17,20,8,1,14,25,56.0,11,59,52,7,29,58,139,0,Matches,3e9e06cb
646,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,30,1991,24.5,32,16,4,15,13,12,37,32.4,25,32,2,30,6,38,16,0,Matches,e46012d4
647,Konrad De La Fuente,us USA,FWMF,Marseille,fr Ligue 1,20,2001,8.7,11,7,8,2,1,7,11,63.6,4,5,0,5,2,13,4,0,Matches,4b77bb89
648,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,34,1987,2.0,5,1,4,1,0,1,9,11.1,8,6,5,1,1,6,9,0,Matches,952a03fe
649,Tommaso De Nipoti,it ITA,FW,Atalanta,it Serie A,18,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,7f9d956a
650,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,27,1994,23.9,55,30,22,25,8,30,60,50.0,30,24,3,21,21,76,17,2,Matches,162efffd
651,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,28,1992,13.0,24,12,7,9,8,11,24,45.8,13,10,0,10,10,34,30,0,Matches,ae4e2852
652,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,33,1988,25.5,23,14,13,8,2,9,31,29.0,22,25,7,18,26,49,52,0,Matches,e74f0e59
653,Saulo Decarli,ch SUI,DF,Bochum,de Bundesliga,29,1992,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,41df88b8
654,Troy Deeney,eng ENG,FW,Watford,eng Premier League,33,1988,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,Matches,82e34b69
655,Grégoire Defrel,mq MTQ,FWMF,Sassuolo,it Serie A,30,1991,15.1,15,9,4,8,3,6,16,37.5,10,11,1,10,4,19,11,0,Matches,854ee61a
656,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,25,1995,23.7,47,22,15,25,7,23,58,39.7,35,28,10,18,26,73,45,0,Matches,7f267d66
657,Romain Del Castillo,fr FRA,MFFW,Rennes,fr Ligue 1,25,1996,0.3,2,1,0,1,1,2,2,100.0,0,0,0,0,1,3,0,0,Matches,0be95d34
658,Romain Del Castillo,fr FRA,MFFW,Brest,fr Ligue 1,25,1996,10.8,27,16,3,17,7,12,31,38.7,19,12,0,12,7,34,3,0,Matches,0be95d34
659,Thomas Delaine,fr FRA,DF,Metz,fr Ligue 1,29,1992,25.7,48,35,34,12,2,22,42,52.4,20,20,7,13,27,75,31,0,Matches,8332db56
660,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29,1991,17.2,41,24,17,21,3,16,30,53.3,14,19,10,9,13,54,35,0,Matches,fe641c1a
661,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,29,1991,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,fe641c1a
662,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,18,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,dd897ee7
663,Sacha Delaye,fr FRA,MF,Montpellier,fr Ligue 1,19,2002,2.9,8,6,3,2,3,2,8,25.0,6,1,0,1,1,9,1,1,Matches,e4448c8c
664,Filippo Delli Carri,it ITA,DF,Salernitana,it Serie A,22,1999,3.7,6,4,4,2,0,5,14,35.7,9,6,2,4,4,10,14,0,Matches,d2e8fd9b
665,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29,1991,27.2,15,9,3,5,7,7,12,58.3,5,13,4,9,9,24,14,0,Matches,d33c706e
666,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29,1991,3.0,2,0,0,1,1,0,1,0.0,1,1,0,1,0,2,4,0,Matches,d33c706e
667,Fabian Delph,eng ENG,MF,Everton,eng Premier League,31,1989,7.4,18,15,10,7,1,8,21,38.1,13,12,5,7,14,32,10,0,Matches,111c3236
668,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,25,1996,24.5,18,9,5,5,8,6,15,40.0,9,13,0,13,8,26,30,1,Matches,e7986081
669,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,24,1997,15.7,24,16,6,10,8,7,23,30.4,16,8,0,8,8,32,3,0,Matches,b19db005
670,Yusuf Demir,at AUT,FWMF,Barcelona,es La Liga,18,2003,2.1,3,1,1,1,1,2,5,40.0,3,1,0,1,2,5,1,0,Matches,fa265f6d
671,Merih Demiral,tr TUR,DF,Atalanta,it Serie A,23,1998,21.3,31,17,18,12,1,15,28,53.6,13,26,14,12,58,89,68,1,Matches,e3cceee6
672,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,28,1993,22.8,52,31,19,30,3,16,41,39.0,25,32,9,23,33,85,21,0,Matches,54b4dc4e
673,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,23,1998,9.7,12,6,4,4,4,1,10,10.0,9,14,1,13,1,13,7,0,Matches,ed79b7d3
674,Diego Demme,de GER,MF,Napoli,it Serie A,29,1991,7.7,21,12,4,13,4,10,21,47.6,11,11,2,9,9,30,2,0,Matches,dc3fa3b5
675,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,26,1995,11.1,11,4,8,3,0,6,7,85.7,1,8,7,1,16,27,52,0,Matches,47af88b8
676,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,26,1995,21.7,42,17,25,14,3,22,50,44.0,28,37,10,27,9,51,38,1,Matches,5a7301ae
677,Emmanuel Dennis,ng NGA,FWMF,Watford,eng Premier League,23,1997,28.7,51,35,20,22,9,17,52,32.7,35,36,2,34,15,66,13,0,Matches,2c44a35d
678,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24,1997,7.8,12,7,6,4,2,1,7,14.3,6,9,2,7,8,20,14,0,Matches,d97f2e8d
679,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24,1997,1.2,3,1,1,2,0,0,2,0.0,2,2,1,1,1,4,2,0,Matches,d97f2e8d
680,Memphis Depay,nl NED,FWMF,Barcelona,es La Liga,27,1994,20.6,10,4,2,4,4,3,13,23.1,10,9,1,8,3,13,4,0,Matches,8f696594
681,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,28,1992,0.2,1,0,1,0,0,0,0,,0,0,0,0,1,2,2,0,Matches,25f50295
682,Arthur Desmas,fr FRA,GK,Clermont Foot,fr Ligue 1,27,1994,14.5,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,1,3,Matches,e8c5dd4d
683,Sergiño Dest,us USA,DFFW,Barcelona,es La Liga,20,2000,16.8,32,15,21,10,1,13,18,72.2,5,22,4,18,2,34,18,0,Matches,5976f83e
684,Mattia Destro,it ITA,FW,Genoa,it Serie A,30,1991,19.4,9,4,1,4,4,1,6,16.7,5,14,1,13,2,11,16,0,Matches,d7d32194
685,Gerard Deulofeu,es ESP,FWMF,Udinese,it Serie A,27,1994,29.1,11,6,2,3,6,7,29,24.1,22,14,0,14,9,20,4,0,Matches,39583cfd
686,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,eng Premier League,22,1998,23.4,39,24,20,14,5,19,40,47.5,21,37,8,29,21,60,26,1,Matches,5c74c0f5
687,Jacopo Dezi,it ITA,MF,Venezia,it Serie A,29,1992,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,Matches,e921b9db
688,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,32,1988,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,ef94dc2f
689,Federico Di Francesco,it ITA,FWMF,Empoli,it Serie A,27,1994,15.2,16,5,2,8,6,9,23,39.1,14,17,1,16,9,25,11,0,Matches,1fca9171
690,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,27,1993,31.9,58,36,30,20,8,33,58,56.9,25,28,10,18,38,96,46,1,Matches,230a2fac
691,Ángel Di María,ar ARG,FWMF,Paris S-G,fr Ligue 1,33,1988,18.3,29,18,6,13,10,14,37,37.8,23,17,0,17,6,35,3,0,Matches,19cda00b
692,Francesco Di Mariano,it ITA,FW,Venezia,it Serie A,25,1996,0.7,1,1,0,1,0,0,0,,0,2,1,1,0,1,0,0,Matches,35a2557c
693,Francesco Di Tacchio,it ITA,MF,Salernitana,it Serie A,31,1990,13.9,17,7,5,10,2,9,25,36.0,16,16,8,8,22,39,25,0,Matches,b5c3ff9f
694,Boulaye Dia,sn SEN,FW,Villarreal,es La Liga,24,1996,14.1,8,6,3,4,1,2,5,40.0,3,6,1,5,5,13,4,0,Matches,244bc2c8
695,Moussa Diaby,fr FRA,MFFW,Leverkusen,de Bundesliga,22,1999,30.7,20,11,8,9,3,5,38,13.2,33,11,0,11,8,28,2,0,Matches,aeed5c06
696,Yadaly Diaby,fr FRA,MFFW,Clermont Foot,fr Ligue 1,20,2000,0.7,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,2,0,Matches,5630a6e0
697,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,24,1996,21.6,35,24,18,15,2,13,23,56.5,10,29,17,12,30,65,87,3,Matches,d2110326
698,Ibrahim Diakité,gn GUI,MF,Reims,fr Ligue 1,17,2003,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,d8c19a60
699,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,25,1996,9.7,22,14,10,9,3,8,14,57.1,6,6,2,4,10,32,19,1,Matches,fc62f087
700,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,26,1995,17.1,9,5,0,8,1,0,8,0.0,8,13,4,9,4,13,11,0,Matches,6605d143
701,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,22,1999,11.4,22,11,10,9,3,10,24,41.7,14,7,0,7,9,31,10,0,Matches,11ff3d56
702,Mouhamadou Diarra,sn SEN,MF,Strasbourg,fr Ligue 1,17,2004,1.2,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,Matches,6d0fe035
703,Stéphane Diarra,fr FRA,MFFW,Lorient,fr Ligue 1,22,1998,5.8,11,9,7,3,1,5,10,50.0,5,4,0,4,7,18,1,0,Matches,29939a1d
704,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,24,1997,26.7,26,19,11,12,3,8,15,53.3,7,19,13,6,23,49,66,0,Matches,31c69ef1
705,Krepin Diatta,sn SEN,MFDF,Monaco,fr Ligue 1,22,1999,3.2,3,2,1,0,2,1,3,33.3,2,2,0,2,1,4,0,0,Matches,8104e41e
706,Amadou Diawara,gn GUI,MF,Roma,it Serie A,24,1997,1.9,7,2,5,2,0,1,3,33.3,2,2,0,2,0,7,1,0,Matches,bf309d24
707,Brahim Díaz,es ESP,MF,Milan,it Serie A,21,1999,20.6,23,17,3,11,9,8,22,36.4,14,11,0,11,8,31,4,0,Matches,407feb71
708,Javier Díaz,es ESP,GK,Sevilla,es La Liga,24,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,17a1299d
709,Luis Díaz,co COL,FW,Liverpool,eng Premier League,24,1997,10.6,9,7,3,5,1,2,8,25.0,6,7,0,7,4,13,2,0,Matches,4a1a9578
710,Víctor Díaz,es ESP,DF,Granada,es La Liga,33,1988,16.7,23,15,14,9,0,12,25,48.0,13,19,11,8,17,40,71,1,Matches,3624ce4c
711,Daniel Didavi,de GER,MFFW,Stuttgart,de Bundesliga,31,1990,3.1,6,2,0,4,2,4,7,57.1,3,4,1,3,1,7,1,0,Matches,d3096421
712,Bamba Dieng,sn SEN,FWMF,Marseille,fr Ligue 1,21,2000,10.8,17,11,5,5,7,4,14,28.6,10,7,0,7,5,22,8,0,Matches,40774c6b
713,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,27,1994,34.1,15,9,6,8,1,7,14,50.0,7,37,32,5,27,42,142,1,Matches,ac861941
714,Elhadji Dieye,sn SEN,MFFW,Saint-Étienne,fr Ligue 1,19,2002,0.4,3,2,2,1,0,0,1,0.0,1,2,0,2,1,4,0,0,Matches,6a04bb7c
715,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,28,1993,14.1,13,10,8,3,2,9,19,47.4,10,15,8,7,23,36,40,0,Matches,1b84dbe1
716,Lucas Digne,fr FRA,DF,Everton,eng Premier League,28,1993,13.0,33,19,26,4,3,21,28,75.0,7,16,5,11,14,47,30,0,Matches,1b84dbe1
717,Mitchell Dijks,nl NED,DFFW,Bologna,it Serie A,28,1993,7.7,15,6,6,6,3,5,12,41.7,7,11,2,9,3,18,10,1,Matches,0a3065c8
718,Javairô Dilrosun,nl NED,MFFW,Bordeaux,fr Ligue 1,23,1998,19.2,13,4,2,8,3,7,24,29.2,17,14,1,13,11,24,5,0,Matches,34a0f5ff
719,Javairô Dilrosun,nl NED,MF,Hertha BSC,de Bundesliga,23,1998,1.5,3,1,1,2,0,1,1,100.0,0,1,0,1,0,3,0,0,Matches,34a0f5ff
720,Federico Dimarco,it ITA,DF,Inter,it Serie A,23,1997,15.9,28,15,10,15,3,13,24,54.2,11,6,1,5,19,47,19,0,Matches,970b8574
721,Landry Dimata,be BEL,FWMF,Espanyol,es La Liga,23,1997,6.0,2,2,1,1,0,1,4,25.0,3,0,0,0,1,3,7,0,Matches,b5f63410
722,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,27,1993,30.8,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,3,Matches,fc70e345
723,Junior Dina Ebimbe,fr FRA,MF,Paris S-G,fr Ligue 1,20,2000,3.5,9,4,3,4,2,2,3,66.7,1,5,3,2,2,11,1,0,Matches,95bb6ddc
724,Tristan Dingomé,cm CMR,MFFW,Troyes,fr Ligue 1,30,1991,12.0,23,11,10,12,1,10,18,55.6,8,7,1,6,9,32,3,0,Matches,92b56413
725,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,20,2001,6.4,6,3,4,2,0,5,6,83.3,1,6,6,0,12,18,26,0,Matches,6de23ab0
726,Issa Diop,fr FRA,DF,West Ham,eng Premier League,24,1997,10.7,10,8,5,5,0,4,11,36.4,7,14,13,1,7,17,44,0,Matches,a712ca2b
727,Sofiane Diop,fr FRA,MFFW,Monaco,fr Ligue 1,21,2000,21.6,38,20,12,19,7,15,47,31.9,32,10,0,10,23,61,4,0,Matches,19053e31
728,Andy Diouf,fr FRA,MF,Rennes,fr Ligue 1,18,2003,0.2,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0,Matches,9b5237b1
729,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,23,1997,0.3,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches,7f622eef
730,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,23,1998,30.2,42,27,20,21,1,23,39,59.0,16,40,30,10,26,68,75,0,Matches,ad82197c
731,Filippo Distefano,it ITA,FW,Fiorentina,it Serie A,17,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,2110f96c
732,Matías Dituro,ar ARG,GK,Celta Vigo,es La Liga,34,1987,38.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,5,Matches,b6160ad0
733,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,21,2000,25.9,60,39,39,19,2,26,39,66.7,13,26,10,16,24,84,71,0,Matches,b2336681
734,Djené,tg TOG,DF,Getafe,es La Liga,29,1991,34.6,44,26,24,16,4,23,34,67.6,11,24,5,19,59,103,109,2,Matches,a4971d84
735,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,23,1998,5.1,9,3,3,5,1,3,11,27.3,8,6,1,5,2,11,6,1,Matches,254147d4
736,Koffi Djidji,ci CIV,DF,Torino,it Serie A,28,1992,19.3,48,29,21,23,4,14,18,77.8,4,20,9,11,34,82,60,0,Matches,933d3b51
737,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,26,1994,29.9,50,37,33,13,4,18,35,51.4,17,30,13,17,61,111,90,2,Matches,43e7a164
738,Bryan Djile Nokoué,cm CMR,DFMF,Saint-Étienne,fr Ligue 1,19,2002,0.6,3,3,1,2,0,2,2,100.0,0,1,0,1,1,4,2,0,Matches,75186a6a
739,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,28,1993,25.1,43,24,21,20,2,29,46,63.0,17,21,11,10,31,74,56,0,Matches,6eee05f1
740,Ouparine Djoco,sn SEN,GK,Clermont Foot,fr Ligue 1,23,1998,23.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,2,Matches,62124972
741,Naïs Djouahra,fr FRA,MFFW,Real Sociedad,es La Liga,21,1999,2.4,7,3,2,2,3,4,8,50.0,4,3,0,3,2,9,2,0,Matches,3594a357
742,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,29,1992,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,Matches,ac295d9e
743,Lewis Dobbin,eng ENG,FWMF,Everton,eng Premier League,18,2003,0.4,2,1,0,1,1,1,2,50.0,1,0,0,0,0,2,0,0,Matches,e814e1cf
744,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,29,1992,9.7,18,12,5,11,2,8,14,57.1,6,11,2,9,13,31,20,0,Matches,d557d734
745,Jeremy Doku,be BEL,MFFW,Rennes,fr Ligue 1,19,2002,5.2,10,5,3,5,2,3,6,50.0,3,4,0,4,3,13,0,0,Matches,fffea3e5
746,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,23,1997,16.6,9,4,4,3,2,3,9,33.3,6,15,1,14,6,15,17,0,Matches,cc83b74d
747,Jaume Doménech,es ESP,GK,Valencia,es La Liga,30,1990,3.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,Matches,c9cb972b
748,Brandon Domingues,fr FRA,MFFW,Troyes,fr Ligue 1,21,2000,2.6,6,2,2,4,0,2,3,66.7,1,3,0,3,3,9,0,0,Matches,2a00c6c0
749,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,20,2001,3.8,4,1,4,0,0,4,6,66.7,2,2,1,1,4,8,21,0,Matches,3521abfe
750,Mario Dominguez,es ESP,FW,Valencia,es La Liga,17,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,d709cd5c
751,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,23,1998,22.4,76,45,36,32,8,32,76,42.1,44,38,9,29,32,108,34,1,Matches,20b3a502
752,John Donald,es ESP,DF,Elche,es La Liga,20,2000,2.0,7,4,4,2,1,5,8,62.5,3,5,3,2,3,10,3,0,Matches,5e95c000
753,Lee Dongjun,kr KOR,MFFW,Hertha BSC,de Bundesliga,24,1997,1.3,2,1,0,2,0,1,3,33.3,2,2,0,2,2,4,1,0,Matches,96d0b6f0
754,Anastasios Donis,gr GRE,FWMF,Reims,fr Ligue 1,24,1996,4.1,8,7,4,2,2,2,6,33.3,4,3,0,3,0,8,1,0,Matches,0f26fd24
755,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,22,1999,17.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,2,Matches,08f5afaa
756,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,23,1998,25.8,76,47,47,23,6,30,60,50.0,30,34,12,22,35,111,36,3,Matches,7f73bdf4
757,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,23,1997,34.0,50,30,36,12,2,30,41,73.2,11,34,26,8,13,63,112,4,Matches,67ac5bb8
758,Jodel Dossou,bj BEN,MFFW,Clermont Foot,fr Ligue 1,29,1992,22.3,36,17,15,14,7,15,43,34.9,28,14,0,14,5,41,7,0,Matches,a1dbfcb1
759,Lohann Doucet,fr FRA,MFDF,Nantes,fr Ligue 1,18,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches,dff0c299
760,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,28,1993,28.2,75,43,30,37,8,32,71,45.1,39,33,8,25,28,103,32,0,Matches,02b29014
761,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,21,2000,32.7,75,43,34,34,7,36,80,45.0,44,30,7,23,68,143,24,0,Matches,ce4f40c7
762,Fodé Doucouré,ml MLI,DFFW,Reims,fr Ligue 1,20,2001,1.7,12,9,9,3,0,9,11,81.8,2,1,0,1,4,16,6,0,Matches,1bfe34dc
763,Ismaël Doukouré,fr FRA,DF,Strasbourg,fr Ligue 1,18,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,0512a60a
764,Kamory Doumbia,ml MLI,MFFW,Reims,fr Ligue 1,18,2003,3.9,8,2,2,5,1,5,13,38.5,8,9,3,6,3,11,3,0,Matches,9226aa22
765,Moussa Doumbia,ml MLI,FW,Reims,fr Ligue 1,26,1994,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,6481421d
766,Souleyman Doumbia,ci CIV,DFFW,Angers,fr Ligue 1,24,1996,24.7,30,20,16,9,5,13,27,48.1,14,25,4,21,39,69,51,0,Matches,9daeac61
767,Kieran Dowell,eng ENG,MF,Norwich City,eng Premier League,23,1997,10.1,18,7,8,7,3,9,32,28.1,23,10,1,9,7,25,4,0,Matches,2f6ec02a
768,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,23,1997,6.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,2,Matches,085e71a7
769,Radu Drăgușin,ro ROU,DF,Sampdoria,it Serie A,19,2002,6.9,4,3,2,2,0,2,6,33.3,4,8,4,4,10,14,33,0,Matches,620922ed
770,Radu Drăgușin,ro ROU,DF,Salernitana,it Serie A,19,2002,5.4,5,4,2,3,0,4,10,40.0,6,7,3,4,13,18,17,0,Matches,620922ed
771,Cody Drameh,eng ENG,DFMF,Leeds United,eng Premier League,19,2001,1.4,4,2,3,1,0,1,3,33.3,2,0,0,0,1,5,4,0,Matches,e0d1510a
772,Julian Draxler,de GER,FWMF,Paris S-G,fr Ligue 1,27,1993,6.1,3,2,0,3,0,0,4,0.0,4,3,0,3,5,8,3,0,Matches,1a992676
773,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,32,1989,16.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,9,0,Matches,fbf83734
774,Domingos Duarte,pt POR,DF,Granada,es La Liga,26,1995,18.7,18,14,9,9,0,6,11,54.5,5,27,20,7,22,40,82,0,Matches,93090f69
775,Óscar Duarte,cr CRC,DF,Levante,es La Liga,32,1989,19.7,18,8,12,6,0,8,23,34.8,15,18,9,9,24,42,102,0,Matches,aa0ac32d
776,Rubén Duarte,es ESP,DF,Alavés,es La Liga,25,1995,29.1,76,47,43,27,6,43,85,50.6,42,40,6,34,57,133,82,0,Matches,1fe0492d
777,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,26,1994,19.4,43,27,22,14,7,27,46,58.7,19,27,3,24,22,65,35,1,Matches,ff0ab48c
778,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,32,1989,26.0,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,8,2,Matches,3a949a25
779,Ondrej Duda,sk SVK,MF,Köln,de Bundesliga,26,1994,17.9,23,16,4,12,7,6,23,26.1,17,14,2,12,17,40,9,0,Matches,79ca3e23
780,Jeremy Dudziak,tn TUN,MFFW,Greuther Fürth,de Bundesliga,25,1995,12.6,17,6,5,8,4,3,14,21.4,11,8,0,8,10,27,4,0,Matches,5a8d6540
781,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,29,1992,16.0,15,12,12,3,0,8,14,57.1,6,24,18,6,16,31,76,1,Matches,7314bba4
782,Unai Dufur,es ESP,DF,Osasuna,es La Liga,22,1999,1.0,0,0,0,0,0,0,0,,0,1,0,1,4,4,4,0,Matches,c261b5dd
783,Denzel Dumfries,nl NED,DF,Inter,it Serie A,25,1996,22.5,32,12,9,14,9,16,32,50.0,16,15,6,9,9,41,26,0,Matches,481c9ece
784,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,29,1991,2.2,7,3,3,4,0,5,8,62.5,3,5,0,5,3,10,5,0,Matches,3fe6bd8c
785,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,28,1993,21.5,34,19,13,16,5,11,32,34.4,21,32,3,29,10,44,7,0,Matches,528492ea
786,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,29,1991,28.6,10,8,5,5,0,5,11,45.5,6,32,28,4,27,37,113,3,Matches,282f75f3
787,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,29,1992,5.3,13,7,6,5,2,10,13,76.9,3,8,1,7,10,23,7,0,Matches,cf623c78
788,Hugo Duro,es ESP,DFMF,Getafe,es La Liga,21,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,37e103f8
789,Hugo Duro,es ESP,FWMF,Valencia,es La Liga,21,1999,20.4,25,19,11,13,1,15,38,39.5,23,24,2,22,4,29,20,1,Matches,37e103f8
790,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,24,1997,33.4,71,44,43,21,7,42,90,46.7,48,40,5,35,53,124,92,0,Matches,0cbc8baa
791,Paulo Dybala,ar ARG,FWMF,Juventus,it Serie A,27,1993,22.9,30,13,7,14,9,8,35,22.9,27,19,0,19,9,39,4,3,Matches,e0921a4f
792,Edin Džeko,ba BIH,FW,Inter,it Serie A,35,1986,27.4,14,8,7,4,3,8,25,32.0,17,22,5,17,4,18,35,0,Matches,3bb7f478
793,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,22,1999,21.0,25,14,19,6,0,11,19,57.9,8,19,9,10,15,40,42,0,Matches,9ba7b4fa
794,Tyronne Ebuehi,ng NGA,DF,Venezia,it Serie A,25,1995,12.6,28,12,16,8,4,10,18,55.6,8,13,3,10,16,44,38,1,Matches,6af30900
795,Ederson,br BRA,GK,Manchester City,eng Premier League,27,1993,37.0,2,1,2,0,0,0,2,0.0,2,0,0,0,0,2,12,0,Matches,3bb7b8b4
796,Éderson,br BRA,MF,Salernitana,it Serie A,22,1999,12.7,29,18,11,14,4,14,26,53.8,12,11,2,9,19,48,8,0,Matches,a9202def
